"","t","mic"
"6788",1441979970.33,27763
"6789",1441979970.33,28127
"6790",1441979970.33,27867
"6791",1441979970.33,27941
"6792",1441979970.33,27895
"6793",1441979970.33,27979
"6794",1441979970.34,28143
"6795",1441979970.34,27887
"6796",1441979970.34,27863
"6797",1441979970.34,28013
"6798",1441979970.34,27711
"6799",1441979970.34,28071
"6800",1441979970.34,28207
"6801",1441979970.34,28007
"6802",1441979970.34,27891
"6803",1441979970.34,27829
"6804",1441979970.34,27647
"6805",1441979970.34,27643
"6806",1441979970.34,27821
"6807",1441979970.34,28043
"6808",1441979970.34,27767
"6809",1441979970.34,27903
"6810",1441979970.34,27899
"6811",1441979970.34,27823
"6812",1441979970.34,27855
"6813",1441979970.34,27983
"6814",1441979970.34,27847
"6815",1441979970.34,27983
"6816",1441979970.34,27819
"6817",1441979970.34,27095
"6818",1441979970.34,28299
"6819",1441979970.34,28111
"6820",1441979970.34,27627
"6821",1441979970.34,27947
"6822",1441979970.34,28015
"6823",1441979970.34,27819
"6824",1441979970.34,27871
"6825",1441979970.34,28051
"6826",1441979970.34,27759
"6827",1441979970.34,27966
"6828",1441979970.35,27979
"6829",1441979970.35,28119
"6830",1441979970.35,27891
"6831",1441979970.35,27943
"6832",1441979970.35,27923
"6833",1441979970.35,28055
"6834",1441979970.35,27763
"6835",1441979970.35,27893
"6836",1441979970.35,28149
"6837",1441979970.35,27709
"6838",1441979970.35,27927
"6839",1441979970.35,27821
"6840",1441979970.35,27855
"6841",1441979970.35,27991
"6842",1441979970.35,27823
"6843",1441979970.35,27919
"6844",1441979970.35,27991
"6845",1441979970.35,27719
"6846",1441979970.35,27959
"6847",1441979970.35,27823
"6848",1441979970.35,27915
"6849",1441979970.35,27799
"6850",1441979970.35,28027
"6851",1441979970.35,27919
"6852",1441979970.35,27943
"6853",1441979970.35,27989
"6854",1441979970.35,27943
"6855",1441979970.35,27943
"6856",1441979970.35,27739
"6857",1441979970.35,27783
"6858",1441979970.35,27803
"6859",1441979970.35,28127
"6860",1441979970.35,27775
"6861",1441979970.36,27935
"6862",1441979970.36,27711
"6863",1441979970.36,27963
"6864",1441979970.36,27941
"6865",1441979970.36,27887
"6866",1441979970.36,27987
"6867",1441979970.36,27995
"6868",1441979970.36,27995
"6869",1441979970.36,28063
"6870",1441979970.36,27739
"6871",1441979970.36,27831
"6872",1441979970.36,27935
"6873",1441979970.36,27995
"6874",1441979970.36,27869
"6875",1441979970.36,27727
"6876",1441979970.36,27903
"6877",1441979970.36,27519
"6878",1441979970.36,28055
"6879",1441979970.36,28439
"6880",1441979970.36,27455
"6881",1441979970.36,28047
"6882",1441979970.36,27887
"6883",1441979970.36,27827
"6884",1441979970.36,27903
"6885",1441979970.36,27739
"6886",1441979970.36,28093
"6887",1441979970.36,27885
"6888",1441979970.36,27977
"6889",1441979970.36,27995
"6890",1441979970.36,27815
"6891",1441979970.36,27923
"6892",1441979970.36,27913
"6893",1441979970.36,27951
"6894",1441979970.37,27979
"6895",1441979970.37,28111
"6896",1441979970.37,27759
"6897",1441979970.37,27903
"6898",1441979970.37,28199
"6899",1441979970.37,27967
"6900",1441979970.37,27867
"6901",1441979970.37,28107
"6902",1441979970.37,27803
"6903",1441979970.37,27767
"6904",1441979970.37,27935
"6905",1441979970.37,27919
"6906",1441979970.37,27647
"6907",1441979970.37,27925
"6908",1441979970.37,28031
"6909",1441979970.37,28071
"6910",1441979970.37,27895
"6911",1441979970.37,28005
"6912",1441979970.37,27703
"6913",1441979970.37,27919
"6914",1441979970.37,27951
"6915",1441979970.37,28079
"6916",1441979970.37,27751
"6917",1441979970.37,27743
"6918",1441979970.37,27915
"6919",1441979970.37,28047
"6920",1441979970.37,27647
"6921",1441979970.37,27743
"6922",1441979970.37,27679
"6923",1441979970.37,27887
"6924",1441979970.37,27723
"6925",1441979970.37,28015
"6926",1441979970.37,27863
"6927",1441979970.37,27822
"6928",1441979970.38,27719
"6929",1441979970.38,27959
"6930",1441979970.38,27759
"6931",1441979970.38,28023
"6932",1441979970.38,27767
"6933",1441979970.38,28127
"6934",1441979970.38,27519
"6935",1441979970.38,27839
"6936",1441979970.38,27695
"6937",1441979970.38,27799
"6938",1441979970.38,28199
"6939",1441979970.38,28071
"6940",1441979970.38,27407
"6941",1441979970.38,28063
"6942",1441979970.38,27727
"6943",1441979970.38,27839
"6944",1441979970.38,28267
"6945",1441979970.38,27631
"6946",1441979970.38,27947
"6947",1441979970.38,27903
"6948",1441979970.38,27963
"6949",1441979970.38,28051
"6950",1441979970.38,27827
"6951",1441979970.38,27903
"6952",1441979970.38,28079
"6953",1441979970.38,27683
"6954",1441979970.38,28171
"6955",1441979970.38,28071
"6956",1441979970.38,27941
"6957",1441979970.38,27885
"6958",1441979970.38,27838
"6959",1441979970.38,27943
"6960",1441979970.38,27895
"6961",1441979970.39,27894
"6962",1441979970.39,27559
"6963",1441979970.39,27919
"6964",1441979970.39,27997
"6965",1441979970.39,27891
"6966",1441979970.39,27871
"6967",1441979970.39,27967
"6968",1441979970.39,27887
"6969",1441979970.39,27911
"6970",1441979970.39,27903
"6971",1441979970.39,27687
"6972",1441979970.39,27991
"6973",1441979970.39,27831
"6974",1441979970.39,27875
"6975",1441979970.39,27831
"6976",1441979970.39,27959
"6977",1441979970.39,28107
"6978",1441979970.39,27855
"6979",1441979970.39,27915
"6980",1441979970.39,27767
"6981",1441979970.39,27799
"6982",1441979970.39,27915
"6983",1441979970.39,27995
"6984",1441979970.39,27965
"6985",1441979970.39,27727
"6986",1441979970.39,27631
"6987",1441979970.39,27995
"6988",1441979970.39,27919
"6989",1441979970.39,27855
"6990",1441979970.39,28063
"6991",1441979970.39,27871
"6992",1441979970.39,27847
"6993",1441979970.39,27943
"6994",1441979970.4,28039
"6995",1441979970.4,28191
"6996",1441979970.4,27883
"6997",1441979970.4,28123
"6998",1441979970.4,27695
"6999",1441979970.4,28303
"7000",1441979970.4,27487
"7001",1441979970.4,28187
"7002",1441979970.4,27903
"7003",1441979970.4,27787
"7004",1441979970.4,28067
"7005",1441979970.4,27903
"7006",1441979970.4,27903
"7007",1441979970.4,27895
"7008",1441979970.4,27743
"7009",1441979970.4,27815
"7010",1441979970.4,27923
"7011",1441979970.4,27575
"7012",1441979970.4,28031
"7013",1441979970.4,27839
"7014",1441979970.4,27823
"7015",1441979970.4,27935
"7016",1441979970.4,27591
"7017",1441979970.4,27775
"7018",1441979970.4,27959
"7019",1441979970.4,27579
"7020",1441979970.4,27855
"7021",1441979970.4,27887
"7022",1441979970.4,27943
"7023",1441979970.4,27731
"7024",1441979970.4,27951
"7025",1441979970.4,27903
"7026",1441979970.4,28015
"7027",1441979970.4,27883
"7028",1441979970.41,27813
"7029",1441979970.41,27919
"7030",1441979970.41,27899
"7031",1441979970.41,27983
"7032",1441979970.41,27885
"7033",1441979970.41,28285
"7034",1441979970.41,27567
"7035",1441979970.41,28123
"7036",1441979970.41,27899
"7037",1441979970.41,27903
"7038",1441979970.41,28111
"7039",1441979970.41,27799
"7040",1441979970.41,27847
"7041",1441979970.41,28195
"7042",1441979970.41,27693
"7043",1441979970.41,27943
"7044",1441979970.41,28159
"7045",1441979970.41,27723
"7046",1441979970.41,27787
"7047",1441979970.41,27475
"7048",1441979970.41,27823
"7049",1441979970.41,27783
"7050",1441979970.41,27775
"7051",1441979970.41,27963
"7052",1441979970.41,27727
"7053",1441979970.41,27855
"7054",1441979970.41,27847
"7055",1441979970.41,27823
"7056",1441979970.41,27935
"7057",1441979970.41,28271
"7058",1441979970.41,27775
"7059",1441979970.41,27891
"7060",1441979970.41,27639
"7061",1441979970.42,28107
"7062",1441979970.42,27879
"7063",1441979970.42,27479
"7064",1441979970.42,27847
"7065",1441979970.42,27831
"7066",1441979970.42,28117
"7067",1441979970.42,28055
"7068",1441979970.42,27975
"7069",1441979970.42,27695
"7070",1441979970.42,27839
"7071",1441979970.42,27951
"7072",1441979970.42,28023
"7073",1441979970.42,27477
"7074",1441979970.42,27933
"7075",1441979970.42,27623
"7076",1441979970.42,27999
"7077",1441979970.42,27903
"7078",1441979970.42,27855
"7079",1441979970.42,27943
"7080",1441979970.42,27929
"7081",1441979970.42,27919
"7082",1441979970.42,27823
"7083",1441979970.42,28134
"7084",1441979970.42,27903
"7085",1441979970.42,28091
"7086",1441979970.42,27819
"7087",1441979970.42,27923
"7088",1441979970.42,27915
"7089",1441979970.42,27915
"7090",1441979970.42,27831
"7091",1441979970.42,27869
"7092",1441979970.42,27943
"7093",1441979970.42,27775
"7094",1441979970.43,27797
"7095",1441979970.43,27879
"7096",1441979970.43,27975
"7097",1441979970.43,28087
"7098",1441979970.43,27631
"7099",1441979970.43,27615
"7100",1441979970.43,27799
"7101",1441979970.43,28059
"7102",1441979970.43,27837
"7103",1441979970.43,27947
"7104",1441979970.43,27951
"7105",1441979970.43,27887
"7106",1441979970.43,28095
"7107",1441979970.43,28079
"7108",1441979970.43,28031
"7109",1441979970.43,27739
"7110",1441979970.43,27743
"7111",1441979970.43,27935
"7112",1441979970.43,27791
"7113",1441979970.43,27863
"7114",1441979970.43,27763
"7115",1441979970.43,28009
"7116",1441979970.43,28159
"7117",1441979970.43,27959
"7118",1441979970.43,28287
"7119",1441979970.43,27887
"7120",1441979970.43,28013
"7121",1441979970.43,27839
"7122",1441979970.43,27837
"7123",1441979970.43,27087
"7124",1441979970.43,27731
"7125",1441979970.43,27911
"7126",1441979970.43,27917
"7127",1441979970.43,27831
"7128",1441979970.44,27891
"7129",1441979970.44,28071
"7130",1441979970.44,27965
"7131",1441979970.44,27797
"7132",1441979970.44,27871
"7133",1441979970.44,28047
"7134",1441979970.44,27755
"7135",1441979970.44,27595
"7136",1441979970.44,28111
"7137",1441979970.44,27847
"7138",1441979970.44,27607
"7139",1441979970.44,27807
"7140",1441979970.44,27765
"7141",1441979970.44,28219
"7142",1441979970.44,27711
"7143",1441979970.44,27839
"7144",1441979970.44,27735
"7145",1441979970.44,27743
"7146",1441979970.44,28087
"7147",1441979970.44,27883
"7148",1441979970.44,27943
"7149",1441979970.44,27663
"7150",1441979970.44,27871
"7151",1441979970.44,28131
"7152",1441979970.44,27815
"7153",1441979970.44,27947
"7154",1441979970.44,27813
"7155",1441979970.44,28159
"7156",1441979970.44,27963
"7157",1441979970.44,27935
"7158",1441979970.44,27803
"7159",1441979970.44,27983
"7160",1441979970.44,27903
"7161",1441979970.45,27959
"7162",1441979970.45,27903
"7163",1441979970.45,27935
"7164",1441979970.45,27999
"7165",1441979970.45,28127
"7166",1441979970.45,27859
"7167",1441979970.45,27941
"7168",1441979970.45,27831
"7169",1441979970.45,27847
"7170",1441979970.45,27959
"7171",1441979970.45,27935
"7172",1441979970.45,27711
"7173",1441979970.45,27883
"7174",1441979970.45,27903
"7175",1441979970.45,27915
"7176",1441979970.45,27775
"7177",1441979970.45,27941
"7178",1441979970.45,27983
"7179",1441979970.45,27931
"7180",1441979970.45,28191
"7181",1441979970.45,27903
"7182",1441979970.45,27823
"7183",1441979970.45,27663
"7184",1441979970.45,27823
"7185",1441979970.45,27702
"7186",1441979970.45,27983
"7187",1441979970.45,27963
"7188",1441979970.45,27759
"7189",1441979970.45,27791
"7190",1441979970.45,27919
"7191",1441979970.45,27851
"7192",1441979970.45,27979
"7193",1441979970.45,27903
"7194",1441979970.46,27871
"7195",1441979970.46,27839
"7196",1441979970.46,27862
"7197",1441979970.46,27957
"7198",1441979970.46,27903
"7199",1441979970.46,27931
"7200",1441979970.46,27757
"7201",1441979970.46,27787
"7202",1441979970.46,27919
"7203",1441979970.46,27903
"7204",1441979970.46,27723
"7205",1441979970.46,27815
"7206",1441979970.46,27867
"7207",1441979970.46,27951
"7208",1441979970.46,27979
"7209",1441979970.46,27915
"7210",1441979970.46,27839
"7211",1441979970.46,27941
"7212",1441979970.46,27919
"7213",1441979970.46,28077
"7214",1441979970.46,27719
"7215",1441979970.46,28079
"7216",1441979970.46,27823
"7217",1441979970.46,27895
"7218",1441979970.46,27755
"7219",1441979970.46,27967
"7220",1441979970.46,27903
"7221",1441979970.46,27947
"7222",1441979970.46,28047
"7223",1441979970.46,27471
"7224",1441979970.46,27485
"7225",1441979970.46,28007
"7226",1441979970.46,27743
"7227",1441979970.46,28054
"7228",1441979970.47,27583
"7229",1441979970.47,28023
"7230",1441979970.47,27829
"7231",1441979970.47,27885
"7232",1441979970.47,27703
"7233",1441979970.47,28027
"7234",1441979970.47,27711
"7235",1441979970.47,27707
"7236",1441979970.47,27887
"7237",1441979970.47,27887
"7238",1441979970.47,27979
"7239",1441979970.47,27965
"7240",1441979970.47,28251
"7241",1441979970.47,27815
"7242",1441979970.47,27859
"7243",1441979970.47,28199
"7244",1441979970.47,27975
"7245",1441979970.47,27903
"7246",1441979970.47,27879
"7247",1441979970.47,27775
"7248",1441979970.47,27919
"7249",1441979970.47,27967
"7250",1441979970.47,27903
"7251",1441979970.47,27615
"7252",1441979970.47,27903
"7253",1441979970.47,28063
"7254",1441979970.47,27855
"7255",1441979970.47,27947
"7256",1441979970.47,28109
"7257",1441979970.47,27835
"7258",1441979970.47,27887
"7259",1441979970.47,27807
"7260",1441979970.47,27839
"7261",1441979970.48,27967
"7262",1441979970.48,27885
"7263",1441979970.48,28051
"7264",1441979970.48,27863
"7265",1441979970.48,27967
"7266",1441979970.48,28093
"7267",1441979970.48,27855
"7268",1441979970.48,27775
"7269",1441979970.48,27951
"7270",1441979970.48,27919
"7271",1441979970.48,27967
"7272",1441979970.48,27797
"7273",1441979970.48,27999
"7274",1441979970.48,27943
"7275",1441979970.48,27967
"7276",1441979970.48,27899
"7277",1441979970.48,27855
"7278",1441979970.48,27851
"7279",1441979970.48,28015
"7280",1441979970.48,27871
"7281",1441979970.48,27903
"7282",1441979970.48,27755
"7283",1441979970.48,27943
"7284",1441979970.48,27867
"7285",1441979970.48,27983
"7286",1441979970.48,27931
"7287",1441979970.48,27999
"7288",1441979970.48,27839
"7289",1441979970.48,27899
"7290",1441979970.48,27610
"7291",1441979970.48,27867
"7292",1441979970.48,27859
"7293",1441979970.48,27879
"7294",1441979970.49,27823
"7295",1441979970.49,27707
"7296",1441979970.49,27759
"7297",1441979970.49,27693
"7298",1441979970.49,27639
"7299",1441979970.49,28007
"7300",1441979970.49,27943
"7301",1441979970.49,27847
"7302",1441979970.49,27679
"7303",1441979970.49,28303
"7304",1441979970.49,28175
"7305",1441979970.49,27759
"7306",1441979970.49,27819
"7307",1441979970.49,27935
"7308",1441979970.49,27627
"7309",1441979970.49,27903
"7310",1441979970.49,27915
"7311",1441979970.49,27879
"7312",1441979970.49,28043
"7313",1441979970.49,27419
"7314",1441979970.49,27887
"7315",1441979970.49,28059
"7316",1441979970.49,27775
"7317",1441979970.49,28031
"7318",1441979970.49,27967
"7319",1441979970.49,27711
"7320",1441979970.49,27895
"7321",1441979970.49,27895
"7322",1441979970.49,28143
"7323",1441979970.49,28075
"7324",1441979970.49,27851
"7325",1441979970.49,27947
"7326",1441979970.49,27791
"7327",1441979970.49,27883
"7328",1441979970.5,27927
"7329",1441979970.5,27927
"7330",1441979970.5,27911
"7331",1441979970.5,27765
"7332",1441979970.5,27999
"7333",1441979970.5,28135
"7334",1441979970.5,27847
"7335",1441979970.5,27751
"7336",1441979970.5,28023
"7337",1441979970.5,27951
"7338",1441979970.5,27925
"7339",1441979970.5,27919
"7340",1441979970.5,28023
"7341",1441979970.5,28015
"7342",1441979970.5,27831
"7343",1441979970.5,27957
"7344",1441979970.5,28005
"7345",1441979970.5,27943
"7346",1441979970.5,27847
"7347",1441979970.5,27799
"7348",1441979970.5,28031
"7349",1441979970.5,27685
"7350",1441979970.5,27991
"7351",1441979970.5,27903
"7352",1441979970.5,27851
"7353",1441979970.5,27749
"7354",1441979970.5,27743
"7355",1441979970.5,27989
"7356",1441979970.5,27607
"7357",1441979970.5,27979
"7358",1441979970.5,27919
"7359",1441979970.5,28031
"7360",1441979970.5,28079
"7361",1441979970.51,27703
"7362",1441979970.51,27939
"7363",1441979970.51,28311
"7364",1441979970.51,28255
"7365",1441979970.51,27879
"7366",1441979970.51,27983
"7367",1441979970.51,27743
"7368",1441979970.51,28047
"7369",1441979970.51,28103
"7370",1441979970.51,27799
"7371",1441979970.51,27959
"7372",1441979970.51,27662
"7373",1441979970.51,27943
"7374",1441979970.51,27958
"7375",1441979970.51,27847
"7376",1441979970.51,28031
"7377",1441979970.51,28019
"7378",1441979970.51,27939
"7379",1441979970.51,27791
"7380",1441979970.51,27901
"7381",1441979970.51,27803
"7382",1441979970.51,28053
"7383",1441979970.51,27967
"7384",1441979970.51,27695
"7385",1441979970.51,27823
"7386",1441979970.51,27933
"7387",1441979970.51,27871
"7388",1441979970.51,27967
"7389",1441979970.51,27599
"7390",1441979970.51,27759
"7391",1441979970.51,27851
"7392",1441979970.51,27807
"7393",1441979970.51,27863
"7394",1441979970.52,27839
"7395",1441979970.52,27671
"7396",1441979970.52,27867
"7397",1441979970.52,27871
"7398",1441979970.52,27807
"7399",1441979970.52,27915
"7400",1441979970.52,27919
"7401",1441979970.52,27831
"7402",1441979970.52,27959
"7403",1441979970.52,27926
"7404",1441979970.52,27991
"7405",1441979970.52,28127
"7406",1441979970.52,27835
"7407",1441979970.52,27855
"7408",1441979970.52,27727
"7409",1441979970.52,27883
"7410",1441979970.52,28075
"7411",1441979970.52,27923
"7412",1441979970.52,27863
"7413",1441979970.52,27711
"7414",1441979970.52,27773
"7415",1441979970.52,27975
"7416",1441979970.52,27611
"7417",1441979970.52,27831
"7418",1441979970.52,27879
"7419",1441979970.52,27757
"7420",1441979970.52,27983
"7421",1441979970.52,27903
"7422",1441979970.52,27927
"7423",1441979970.52,28207
"7424",1441979970.52,27791
"7425",1441979970.52,27871
"7426",1441979970.52,27855
"7427",1441979970.52,27765
"7428",1441979970.53,27903
"7429",1441979970.53,28103
"7430",1441979970.53,27787
"7431",1441979970.53,28107
"7432",1441979970.53,27995
"7433",1441979970.53,28191
"7434",1441979970.53,27831
"7435",1441979970.53,28023
"7436",1441979970.53,27867
"7437",1441979970.53,27835
"7438",1441979970.53,27835
"7439",1441979970.53,27695
"7440",1441979970.53,28003
"7441",1441979970.53,28031
"7442",1441979970.53,27959
"7443",1441979970.53,27863
"7444",1441979970.53,27871
"7445",1441979970.53,27871
"7446",1441979970.53,27983
"7447",1441979970.53,27819
"7448",1441979970.53,27919
"7449",1441979970.53,27855
"7450",1441979970.53,27727
"7451",1441979970.53,27755
"7452",1441979970.53,27759
"7453",1441979970.53,28071
"7454",1441979970.53,27967
"7455",1441979970.53,27895
"7456",1441979970.53,28047
"7457",1441979970.53,27887
"7458",1441979970.53,27967
"7459",1441979970.53,27559
"7460",1441979970.53,28119
"7461",1441979970.54,27759
"7462",1441979970.54,28119
"7463",1441979970.54,28071
"7464",1441979970.54,28123
"7465",1441979970.54,27823
"7466",1441979970.54,28125
"7467",1441979970.54,27867
"7468",1441979970.54,27871
"7469",1441979970.54,27967
"7470",1441979970.54,27863
"7471",1441979970.54,28007
"7472",1441979970.54,27723
"7473",1441979970.54,27859
"7474",1441979970.54,27903
"7475",1441979970.54,27829
"7476",1441979970.54,27807
"7477",1441979970.54,27903
"7478",1441979970.54,27691
"7479",1441979970.54,27583
"7480",1441979970.54,27923
"7481",1441979970.54,27727
"7482",1441979970.54,27627
"7483",1441979970.54,27831
"7484",1441979970.54,27783
"7485",1441979970.54,27919
"7486",1441979970.54,27991
"7487",1441979970.54,27901
"7488",1441979970.54,27867
"7489",1441979970.54,27935
"7490",1441979970.54,27899
"7491",1441979970.54,27799
"7492",1441979970.54,28203
"7493",1441979970.54,27807
"7494",1441979970.55,27903
"7495",1441979970.55,27893
"7496",1441979970.55,27885
"7497",1441979970.55,27883
"7498",1441979970.55,27839
"7499",1441979970.55,27935
"7500",1441979970.55,27675
"7501",1441979970.55,27991
"7502",1441979970.55,27951
"7503",1441979970.55,27943
"7504",1441979970.55,27935
"7505",1441979970.55,27595
"7506",1441979970.55,28015
"7507",1441979970.55,27915
"7508",1441979970.55,27983
"7509",1441979970.55,27883
"7510",1441979970.55,27879
"7511",1441979970.55,27947
"7512",1441979970.55,27887
"7513",1441979970.55,27855
"7514",1441979970.55,27677
"7515",1441979970.55,28095
"7516",1441979970.55,28077
"7517",1441979970.55,27647
"7518",1441979970.55,27903
"7519",1441979970.55,27771
"7520",1441979970.55,27887
"7521",1441979970.55,27759
"7522",1441979970.55,27719
"7523",1441979970.55,27787
"7524",1441979970.55,27981
"7525",1441979970.55,27791
"7526",1441979970.55,28007
"7527",1441979970.55,28007
"7528",1441979970.56,27725
"7529",1441979970.56,27923
"7530",1441979970.56,27855
"7531",1441979970.56,27663
"7532",1441979970.56,27901
"7533",1441979970.56,27887
"7534",1441979970.56,27495
"7535",1441979970.56,27821
"7536",1441979970.56,28119
"7537",1441979970.56,27999
"7538",1441979970.56,27927
"7539",1441979970.56,27343
"7540",1441979970.56,28027
"7541",1441979970.56,27879
"7542",1441979970.56,27791
"7543",1441979970.56,28135
"7544",1441979970.56,27798
"7545",1441979970.56,27799
"7546",1441979970.56,27899
"7547",1441979970.56,27845
"7548",1441979970.56,27805
"7549",1441979970.56,27995
"7550",1441979970.56,27727
"7551",1441979970.56,27967
"7552",1441979970.56,27719
"7553",1441979970.56,28047
"7554",1441979970.56,27899
"7555",1441979970.56,28087
"7556",1441979970.56,27735
"7557",1441979970.56,27739
"7558",1441979970.56,27887
"7559",1441979970.56,27775
"7560",1441979970.56,27975
"7561",1441979970.57,27605
"7562",1441979970.57,27931
"7563",1441979970.57,27821
"7564",1441979970.57,27979
"7565",1441979970.57,27839
"7566",1441979970.57,27979
"7567",1441979970.57,27535
"7568",1441979970.57,27967
"7569",1441979970.57,27839
"7570",1441979970.57,27823
"7571",1441979970.57,28023
"7572",1441979970.57,27899
"7573",1441979970.57,27869
"7574",1441979970.57,27819
"7575",1441979970.57,27823
"7576",1441979970.57,28075
"7577",1441979970.57,28031
"7578",1441979970.57,27991
"7579",1441979970.57,27727
"7580",1441979970.57,27931
"7581",1441979970.57,27983
"7582",1441979970.57,28013
"7583",1441979970.57,27743
"7584",1441979970.57,27575
"7585",1441979970.57,27775
"7586",1441979970.57,27935
"7587",1441979970.57,27767
"7588",1441979970.57,27903
"7589",1441979970.57,27719
"7590",1441979970.57,27947
"7591",1441979970.57,27931
"7592",1441979970.57,27851
"7593",1441979970.57,27821
"7594",1441979970.58,28015
"7595",1441979970.58,27707
"7596",1441979970.58,28351
"7597",1441979970.58,27759
"7598",1441979970.58,27835
"7599",1441979970.58,27475
"7600",1441979970.58,27759
"7601",1441979970.58,27967
"7602",1441979970.58,27435
"7603",1441979970.58,27951
"7604",1441979970.58,27823
"7605",1441979970.58,27951
"7606",1441979970.58,27931
"7607",1441979970.58,27627
"7608",1441979970.58,27903
"7609",1441979970.58,27823
"7610",1441979970.58,27831
"7611",1441979970.58,27881
"7612",1441979970.58,27975
"7613",1441979970.58,27947
"7614",1441979970.58,28047
"7615",1441979970.58,28079
"7616",1441979970.58,27799
"7617",1441979970.58,27751
"7618",1441979970.58,27935
"7619",1441979970.58,27871
"7620",1441979970.58,28011
"7621",1441979970.58,27899
"7622",1441979970.58,28021
"7623",1441979970.58,27739
"7624",1441979970.58,27919
"7625",1441979970.58,27851
"7626",1441979970.58,27947
"7627",1441979970.58,27895
"7628",1441979970.59,27851
"7629",1441979970.59,27819
"7630",1441979970.59,27919
"7631",1441979970.59,28031
"7632",1441979970.59,27869
"7633",1441979970.59,27615
"7634",1441979970.59,27727
"7635",1441979970.59,27739
"7636",1441979970.59,27771
"7637",1441979970.59,27885
"7638",1441979970.59,27915
"7639",1441979970.59,27839
"7640",1441979970.59,27975
"7641",1441979970.59,28091
"7642",1441979970.59,27755
"7643",1441979970.59,27893
"7644",1441979970.59,28063
"7645",1441979970.59,27631
"7646",1441979970.59,27879
"7647",1441979970.59,27951
"7648",1441979970.59,28063
"7649",1441979970.59,27583
"7650",1441979970.59,27751
"7651",1441979970.59,28091
"7652",1441979970.59,27997
"7653",1441979970.59,27835
"7654",1441979970.59,27935
"7655",1441979970.59,27991
"7656",1441979970.59,28395
"7657",1441979970.59,27759
"7658",1441979970.59,27711
"7659",1441979970.59,27947
"7660",1441979970.59,27823
"7661",1441979970.6,27719
"7662",1441979970.6,27751
"7663",1441979970.6,27903
"7664",1441979970.6,27871
"7665",1441979970.6,28239
"7666",1441979970.6,28005
"7667",1441979970.6,27903
"7668",1441979970.6,27847
"7669",1441979970.6,28061
"7670",1441979970.6,27815
"7671",1441979970.6,27847
"7672",1441979970.6,27987
"7673",1441979970.6,27831
"7674",1441979970.6,27887
"7675",1441979970.6,28119
"7676",1441979970.6,27959
"7677",1441979970.6,27719
"7678",1441979970.6,27815
"7679",1441979970.6,27967
"7680",1441979970.6,27883
"7681",1441979970.6,27839
"7682",1441979970.6,27559
"7683",1441979970.6,27791
"7684",1441979970.6,27867
"7685",1441979970.6,27887
"7686",1441979970.6,27751
"7687",1441979970.6,27915
"7688",1441979970.6,27839
"7689",1441979970.6,27803
"7690",1441979970.6,27867
"7691",1441979970.6,27631
"7692",1441979970.6,28007
"7693",1441979970.6,27679
"7694",1441979970.61,28015
"7695",1441979970.61,27895
"7696",1441979970.61,27871
"7697",1441979970.61,27983
"7698",1441979970.61,27839
"7699",1441979970.61,27895
"7700",1441979970.61,27967
"7701",1441979970.61,27943
"7702",1441979970.61,28047
"7703",1441979970.61,27851
"7704",1441979970.61,27959
"7705",1441979970.61,27975
"7706",1441979970.61,27883
"7707",1441979970.61,27927
"7708",1441979970.61,28047
"7709",1441979970.61,27895
"7710",1441979970.61,27763
"7711",1441979970.61,27853
"7712",1441979970.61,27723
"7713",1441979970.61,27951
"7714",1441979970.61,27815
"7715",1441979970.61,27837
"7716",1441979970.61,28015
"7717",1441979970.61,27503
"7718",1441979970.61,27423
"7719",1441979970.61,27827
"7720",1441979970.61,27691
"7721",1441979970.61,27391
"7722",1441979970.61,27519
"7723",1441979970.61,27847
"7724",1441979970.61,28011
"7725",1441979970.61,27819
"7726",1441979970.61,27855
"7727",1441979970.61,27803
"7728",1441979970.62,28151
"7729",1441979970.62,27807
"7730",1441979970.62,27975
"7731",1441979970.62,28191
"7732",1441979970.62,27719
"7733",1441979970.62,28087
"7734",1441979970.62,27831
"7735",1441979970.62,27743
"7736",1441979970.62,27983
"7737",1441979970.62,27835
"7738",1441979970.62,27939
"7739",1441979970.62,27759
"7740",1441979970.62,27999
"7741",1441979970.62,28031
"7742",1441979970.62,27871
"7743",1441979970.62,27767
"7744",1441979970.62,27983
"7745",1441979970.62,27853
"7746",1441979970.62,27895
"7747",1441979970.62,27783
"7748",1441979970.62,28091
"7749",1441979970.62,27839
"7750",1441979970.62,27695
"7751",1441979970.62,27967
"7752",1441979970.62,27915
"7753",1441979970.62,27987
"7754",1441979970.62,27983
"7755",1441979970.62,28179
"7756",1441979970.62,27959
"7757",1441979970.62,27679
"7758",1441979970.62,27871
"7759",1441979970.62,28019
"7760",1441979970.62,27899
"7761",1441979970.63,27975
"7762",1441979970.63,27735
"7763",1441979970.63,27775
"7764",1441979970.63,27991
"7765",1441979970.63,27671
"7766",1441979970.63,27935
"7767",1441979970.63,27795
"7768",1441979970.63,27979
"7769",1441979970.63,27887
"7770",1441979970.63,27839
"7771",1441979970.63,27871
"7772",1441979970.63,28031
"7773",1441979970.63,27819
"7774",1441979970.63,27983
"7775",1441979970.63,27759
"7776",1441979970.63,28207
"7777",1441979970.63,27983
"7778",1441979970.63,27759
"7779",1441979970.63,27965
"7780",1441979970.63,27951
"7781",1441979970.63,27943
"7782",1441979970.63,27727
"7783",1441979970.63,28279
"7784",1441979970.63,27831
"7785",1441979970.63,27703
"7786",1441979970.63,27903
